# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.resolve.ms,1756058168054000000,1756058221216000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1756058168054000000,1756058221216000000,167
jps.library.entities.serializer.load.entities.ms,1756058168054000000,1756058221216000000,0
jps.global.handle.changed.events.ms,1756058168054000000,1756058221216000000,0
workspaceModel.global.apply.state.to.project.ms,1756058168054000000,1756058221216000000,43
workspaceModel.delayed.project.synchronizer.sync.ms,1756058168054000000,1756058221216000000,287
jps.app.storage.content.writer.save.component.ms,1756058168054000000,1756058221216000000,2
workspaceModel.moduleBridge.facet.initialization.ms,1756058168054000000,1756058221216000000,16
workspaceModel.mutableEntityStorage.collect.changes.ms,1756058168054000000,1756058221216000000,0
jps.global.handle.before.change.events.ms,1756058168054000000,1756058221216000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1756058168054000000,1756058221216000000,13
workspaceModel.mutableEntityStorage.modify.entity.ms,1756058168054000000,1756058221216000000,2
jps.load.initial.state.ms,1756058168054000000,1756058221216000000,9
workspaceModel.mutableEntityStorage.has.same.entities.ms,1756058168054000000,1756058221216000000,0
jps.apply.loaded.storage.ms,1756058168054000000,1756058221216000000,39
workspaceModel.mutableEntityStorage.remove.entity.ms,1756058168054000000,1756058221216000000,0
jps.project.serializers.save.ms,1756058168054000000,1756058221216000000,2
jps.module.iml.entities.serializer.save.entities.ms,1756058168054000000,1756058221216000000,0
jps.global.get.library.ms,1756058168054000000,1756058221216000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1756058168054000000,1756058221216000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1756058168054000000,1756058221216000000,0
workspaceModel.save.cache.to.file.ms,1756058168054000000,1756058221216000000,99
jps.facet.change.listener.process.change.events.ms,1756058168054000000,1756058221216000000,0
jps.load.project.to.empty.storage.ms,1756058168054000000,1756058221216000000,241
jps.module.iml.entities.serializer.load.entities.ms,1756058168054000000,1756058221216000000,210
workspaceModel.global.updates.count,1756058168054000000,1756058221216000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1756058168054000000,1756058221216000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1756058168054000000,1756058221216000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1756058168054000000,1756058221216000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1756058168054000000,1756058221216000000,4
VFS.fileByIdCache.hits,1756058168054000000,1756058221216000000,106
VFS.fileByIdCache.misses,1756058168054000000,1756058221216000000,28487
VFS.invertedFileNameIndex.requests,1756058168054000000,1756058221216000000,1
VFS.fileChildByName,1756058168054000000,1756058221216000000,1533427
VFS.folderCaseSensitivityReads,1756058168054000000,1756058221216000000,118
cacheStateStorage.get.counter,1756058168054000000,1756058221216000000,11
cacheStateStorage.get.duration,1756058168054000000,1756058221216000000,0
cacheStateStorage.set.counter,1756058168054000000,1756058221216000000,13
cacheStateStorage.set.duration,1756058168054000000,1756058221216000000,40
Indexes.stubs.lookupDurationMaxMs,1756058168054000000,1756058221216000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1756058168054000000,1756058221216000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1756058168054000000,1756058221216000000,0
Indexing.totalTimeIndexersSleptMs,1756058168054000000,1756058221216000000,0
Indexes.allKeys.lookupDurationAvgMs,1756058168054000000,1756058221216000000,0.0
Indexes.stubs.lookupDurationAvgMs,1756058168054000000,1756058221216000000,0.0
Indexes.entries.lookupDurationMaxMs,1756058168054000000,1756058221216000000,0.0
Indexes.entries.lookupDurationAvgMs,1756058168054000000,1756058221216000000,0.0
Indexing.cache.totalCacheAccesses,1756058168054000000,1756058221216000000,172043
Indexes.entries.lookupDuration90PMs,1756058168054000000,1756058221216000000,0.0
Indexing.cache.totalCacheEvicted,1756058168054000000,1756058221216000000,27892
Indexes.entries.lookups,1756058168054000000,1756058221216000000,7406
Indexing.writesQueuedMax,1756058168054000000,1756058221216000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1756058168054000000,1756058221216000000,0
Indexes.allKeys.lookupDuration90PMs,1756058168054000000,1756058221216000000,0.0
Indexing.cache.totalCacheMisses,1756058168054000000,1756058221216000000,27892
Indexing.writer_2.totalTimeSpentWritingMs,1756058168054000000,1756058221216000000,0
Indexes.allKeys.lookupDurationMaxMs,1756058168054000000,1756058221216000000,0.0
Indexing.writesQueuedMin,1756058168054000000,1756058221216000000,9223372036854775807
Indexes.stubs.lookupDuration90PMs,1756058168054000000,1756058221216000000,0.0
Indexes.stubs.lookups,1756058168054000000,1756058221216000000,37067
Indexes.allKeys.lookups,1756058168054000000,1756058221216000000,2
DirectByteBufferAllocator.disposed,1756058168054000000,1756058221216000000,395
FilePageCache.pageHits,1756058168054000000,1756058221216000000,0
FilePageCache.uncachedFileAccess,1756058168054000000,1756058221216000000,364
FilePageCache.capacityInBytes,1756058168054000000,1756058221216000000,629145600
FilePageCache.totalPageLoadsUs,1756058168054000000,1756058221216000000,1566711
StorageLockContext.competingThreads.max,1756058168054000000,1756058221216000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1756058168054000000,1756058221216000000,0
FilePageCache.maxCacheSizeInBytes,1756058168054000000,1756058221216000000,456130560
DirectByteBufferAllocator.reclaimed,1756058168054000000,1756058221216000000,43
FilePageCache.pageLoadsAboveSizeThreshold,1756058168054000000,1756058221216000000,0
FilePageCache.disposedBuffers,1756058168054000000,1756058221216000000,438
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1756058168054000000,1756058221216000000,41943040
DirectByteBufferAllocator.misses,1756058168054000000,1756058221216000000,435
FilePageCache.totalPageDisposalsUs,1756058168054000000,1756058221216000000,2587
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1756058168054000000,1756058221216000000,41943040
DirectByteBufferAllocator.hits,1756058168054000000,1756058221216000000,3
FilePageCache.pageFastCacheHits,1756058168054000000,1756058221216000000,37832
StorageLockContext.competingThreads.90P,1756058168054000000,1756058221216000000,0
FilePageCache.maxRegisteredFiles,1756058168054000000,1756058221216000000,945
FilePageCache.pageLoads,1756058168054000000,1756058221216000000,438
StorageLockContext.competingThreads.avg,1756058168054000000,1756058221216000000,0.0
